addr,domain,date_added,domain_percent_increase
Piedad.Briggs@boguscompany.es,boguscompany.es,2014-12-12,0
Piedad.Butler@hotmail.ke,hotmail.ke,2015-07-28,0.000444
Piedad.Cain@yahoo.com,yahoo.com,2015-06-28,0.001775
Piedad.Callahan@gmail.ca,gmail.ca,2014-10-06,0.001331
Piedad.Cochran@comcast.edu,comcast.edu,2014-10-10,0.000444
Piedad.Dyer@mockdomain.com,mockdomain.com,2015-04-08,0
Piedad.English@hotmail.edu,hotmail.edu,2015-06-12,0.000887
Piedad.English@yahoo.mil,yahoo.mil,2014-05-10,0
Piedad.Flynn@hotmail.gov,hotmail.gov,2014-12-08,0.000444
Piedad.Gallegos@hotmail.ca,hotmail.ca,2015-07-10,0.00488
Piedad.Garrison@mockdomain.net,mockdomain.net,2014-05-19,0
Piedad.Goodman@comcast.mobi,comcast.mobi,2015-02-27,0
Piedad.Goodman@phonybusiness.edu,phonybusiness.edu,2015-07-02,0.000444
Piedad.Haas@gmail.ca,gmail.ca,2014-10-24,0.001331
Piedad.Harris@aol.co,aol.co,2014-03-05,0.000444
Piedad.Hess@hotmail.int,hotmail.int,2014-12-05,0
Piedad.Hodges@hotmail.net,hotmail.net,2015-02-23,0.001775
Piedad.Hubbard@hotmail.ca,hotmail.ca,2014-05-02,0.00488
Piedad.Hubbard@pseudomail.int,pseudomail.int,2014-11-02,0
Piedad.Hubbard@yahoo.uk,yahoo.uk,2015-05-21,0
Piedad.Kaufman@mockbusiness.net,mockbusiness.net,2014-12-08,0
Piedad.Lara@yahoo.co,yahoo.co,2014-12-23,0.000887
Piedad.Manning@gmail.net,gmail.net,2014-05-26,0.001331
Piedad.Moon@sympatico.ca,sympatico.ca,2015-04-15,0.000444
Piedad.Myers@aol.in,aol.in,2014-02-11,0
Piedad.Olson@yahoo.com,yahoo.com,2014-02-27,0.001775
Piedad.Osborne@gmail.net,gmail.net,2014-11-17,0.001331
Piedad.Pham@comcast.ca,comcast.ca,2015-02-02,0.000444
Piedad.Pierce@hotmail.ca,hotmail.ca,2015-07-02,0.00488
Piedad.Potter@hotmail.int,hotmail.int,2015-05-25,0
Piedad.Pugh@aol.ca,aol.ca,2015-01-12,0.000887
Piedad.Ramirez@yahoo.gov,yahoo.gov,2015-05-03,0
Piedad.Richmond@yahoo.ca,yahoo.ca,2014-09-04,0.003106
Piedad.Riley@gmail.com,gmail.com,2015-07-26,0.004437
Piedad.Rivera@gmail.int,gmail.int,2014-06-29,0
Piedad.Ryan@gmail.ca,gmail.ca,2014-09-13,0.001331
Piedad.Stone@yahoo.ca,yahoo.ca,2014-12-22,0.003106
Piedad.Trevino@hotmail.ca,hotmail.ca,2014-03-15,0.00488
Piedad.Valenzuela@aol.co,aol.co,2014-05-14,0.000444
Richelle.Acevedo@sympatico.edu,sympatico.edu,2014-07-25,0
Richelle.Aguirre@sympatico.net,sympatico.net,2015-05-13,0.000887
Richelle.Barron@comcast.ca,comcast.ca,2014-03-15,0.000444
Richelle.Barron@phonybusiness.uk,phonybusiness.uk,2014-06-23,0
Richelle.Bautista@bogusbusiness.edu,bogusbusiness.edu,2015-06-30,0.000444
Richelle.Bautista@hotmail.net,hotmail.net,2014-09-23,0.001775
Richelle.Becker@liarcompany.com,liarcompany.com,2015-02-27,0
Richelle.Briggs@yahoo.net,yahoo.net,2015-02-28,0.002218
Richelle.Butler@comcast.net,comcast.net,2014-02-27,0.000444
Richelle.Cain@hotmail.net,hotmail.net,2014-09-28,0.001775
Richelle.Cain@liarmail.es,liarmail.es,2014-08-18,0
Richelle.Cantu@yahoo.edu,yahoo.edu,2014-06-14,0
Richelle.Case@sympatico.com,sympatico.com,2014-04-30,0.000444
Richelle.Cochran@gmail.com,gmail.com,2015-05-04,0.004437
Richelle.Cooke@yahoo.com,yahoo.com,2014-05-05,0.001775
Richelle.Davies@yahoo.ao,yahoo.ao,2015-06-28,0.000444
Richelle.Flynn@hotmail.ca,hotmail.ca,2014-06-01,0.00488
Richelle.Frederick@pseudomail.com,pseudomail.com,2014-12-13,0
Richelle.Gallegos@gmail.com,gmail.com,2014-07-09,0.004437
Richelle.Gallegos@hotmail.edu,hotmail.edu,2014-06-19,0.000887
Richelle.Gallegos@hotmail.net,hotmail.net,2014-03-09,0.001775
Richelle.Gallegos@yahoo.net,yahoo.net,2015-05-29,0.002218
Richelle.Gomez@hotmail.ca,hotmail.ca,2015-06-03,0.00488
Richelle.Hatfield@gmail.com,gmail.com,2014-08-25,0.004437
Richelle.Hebert@hotmail.aero,hotmail.aero,2015-02-13,0
Richelle.Hess@sympatico.co,sympatico.co,2015-02-17,0.000444
Richelle.Hodges@gmail.ke,gmail.ke,2014-10-12,0
Richelle.Hoover@yahoo.com,yahoo.com,2014-10-25,0.001775
Richelle.Hubbard@gmail.com,gmail.com,2015-07-07,0.004437
Richelle.Kaufman@fakemail.edu,fakemail.edu,2015-02-02,0
Richelle.Kent@sympatico.biz,sympatico.biz,2015-02-19,0.000444
Richelle.Kirk@aol.int,aol.int,2015-07-19,0.000444
Richelle.Lara@aol.edu,aol.edu,2014-04-27,0
Richelle.Mata@msn.net,msn.net,2014-06-13,0
Richelle.Mcdowell@yahoo.net,yahoo.net,2015-03-27,0.002218
Richelle.Melendez@hotmail.com,hotmail.com,2015-05-13,0.000887
Richelle.Mercado@gmail.ca,gmail.ca,2014-05-15,0.001331
Richelle.Pugh@yahoo.net,yahoo.net,2014-02-16,0.002218
Richelle.Pugh@yahoo.uk,yahoo.uk,2015-01-04,0
Richelle.Richmond@mockcompany.edu,mockcompany.edu,2015-07-11,0.000444
Richelle.Richmond@sympatico.es,sympatico.es,2015-07-06,0.000444
Richelle.Riley@sympatico.com,sympatico.com,2014-08-20,0.000444
Richelle.Rivas@hotmail.net,hotmail.net,2014-11-15,0.001775
Richelle.Rivera@gmail.net,gmail.net,2014-08-14,0.001331
Richelle.Sanchez@aol.co,aol.co,2014-10-08,0.000444
Richelle.Sandoval@sympatico.ca,sympatico.ca,2014-03-28,0.000444
Richelle.Sandoval@yahoo.ca,yahoo.ca,2015-01-04,0.003106
Richelle.Sandoval@yahoo.uk,yahoo.uk,2014-12-31,0
Richelle.Stone@gmail.uk,gmail.uk,2014-05-19,0.000887
Richelle.Stone@sympatico.ca,sympatico.ca,2015-07-02,0.000444
Richelle.Taylor@gmail.edu,gmail.edu,2014-12-22,0.001775
Richelle.Valentine@sympatico.ca,sympatico.ca,2014-09-12,0.000444
Richelle.Valenzuela@liardomain.ke,liardomain.ke,2014-07-13,0
Richelle.Valenzuela@pseudodomain.net,pseudodomain.net,2015-04-11,0
Richelle.Yu@boguscompany.co,boguscompany.co,2014-09-12,0
Sarai.Barron@comcast.com,comcast.com,2015-04-19,0.001331
Sarai.Bass@yahoo.gov,yahoo.gov,2015-01-18,0
Sarai.Cantu@pseudodomain.com,pseudodomain.com,2014-01-29,0
Sarai.Davidson@yahoo.int,yahoo.int,2015-05-11,0
Sarai.Davies@hotmail.com,hotmail.com,2014-10-30,0.000887
Sarai.Dominguez@hotmail.uk,hotmail.uk,2014-11-08,0.000444
Sarai.English@hotmail.ao,hotmail.ao,2014-05-26,0
Sarai.Gates@comcast.com,comcast.com,2014-09-12,0.001331
Sarai.Harris@gmail.com,gmail.com,2015-01-10,0.004437
Sarai.Hess@yahoo.co,yahoo.co,2015-05-14,0.000887
Sarai.Howard@gmail.es,gmail.es,2014-03-15,0
Sarai.Hunter@yahoo.com,yahoo.com,2014-04-08,0.001775
Sarai.Kent@pseudobusiness.ca,pseudobusiness.ca,2015-04-10,0
Sarai.Lara@gmail.net,gmail.net,2015-06-02,0.001331
Sarai.Mata@sympatico.mk,sympatico.mk,2014-10-31,0
Sarai.Mercado@boguscompany.com,boguscompany.com,2015-07-29,0.000444
Sarai.Morrison@aol.ai,aol.ai,2014-04-16,0
Sarai.Murillo@fakecompany.ao,fakecompany.ao,2014-05-30,0
Sarai.Odom@gmail.edu,gmail.edu,2014-08-04,0.001775
Sarai.Pugh@gmail.uk,gmail.uk,2014-10-20,0.000887
Sarai.Pugh@mockdomain.ca,mockdomain.ca,2015-03-05,0
Sarai.Roach@aol.com,aol.com,2014-09-25,0.000444
Sarai.Roach@gmail.com,gmail.com,2015-07-14,0.004437
Sarai.Sandoval@gmail.net,gmail.net,2014-10-02,0.001331
Sarai.Sandoval@mockdomain.com,mockdomain.com,2015-05-12,0
Sarai.Sharp@liardomain.ca,liardomain.ca,2014-05-08,0.000444
Sarai.Sharp@yahoo.net,yahoo.net,2014-11-04,0.002218
Sarai.Sosa@sympatico.ke,sympatico.ke,2014-03-08,0
Sarai.Taylor@fakecompany.ca,fakecompany.ca,2015-02-10,0
Sarai.Taylor@yahoo.com,yahoo.com,2014-05-27,0.001775
Sarai.Valentine@gmail.com,gmail.com,2015-07-16,0.004437
Sarai.Watkins@pseudobusiness.net,pseudobusiness.net,2015-06-21,0
Sharyn.Arellano@aol.ca,aol.ca,2014-04-18,0.000887
Sharyn.Becker@aol.net,aol.net,2015-01-06,0.001331
Sharyn.Becker@sympatico.edu,sympatico.edu,2014-02-27,0
Sharyn.Becker@yahoo.in,yahoo.in,2014-11-22,0.000444
Sharyn.Butler@hotmail.gov,hotmail.gov,2014-09-18,0.000444
Sharyn.Callahan@comcast.co,comcast.co,2015-01-10,0
Sharyn.Cantu@gmail.co,gmail.co,2014-02-23,0.000887
Sharyn.Clarke@gmail.com,gmail.com,2014-05-21,0.004437
Sharyn.Clarke@liarbusiness.net,liarbusiness.net,2014-10-27,0
Sharyn.Cochran@sympatico.net,sympatico.net,2014-08-19,0.000887
Sharyn.Davidson@liarmail.ca,liarmail.ca,2015-05-13,0
Sharyn.Dillon@hotmail.ca,hotmail.ca,2015-07-14,0.00488
Sharyn.Fowler@sympatico.ca,sympatico.ca,2014-03-28,0.000444
Sharyn.French@comcast.ca,comcast.ca,2015-07-15,0.000444
Sharyn.Friedman@gmail.com,gmail.com,2015-05-15,0.004437
Sharyn.Friedman@yahoo.edu,yahoo.edu,2014-04-14,0
Sharyn.Gallegos@hotmail.ca,hotmail.ca,2014-11-09,0.00488
Sharyn.Garrett@comcast.net,comcast.net,2014-03-01,0.000444
Sharyn.Gates@gmail.ca,gmail.ca,2014-01-30,0.001331
Sharyn.Gomez@hotmail.ca,hotmail.ca,2014-07-06,0.00488
Sharyn.Goodman@gmail.ca,gmail.ca,2015-05-06,0.001331
Sharyn.Gray@bogusbusiness.net,bogusbusiness.net,2014-09-17,0
Sharyn.Gray@yahoo.uk,yahoo.uk,2014-11-12,0
Sharyn.Houston@hotmail.mil,hotmail.mil,2014-05-09,0
Sharyn.Howard@gmail.biz,gmail.biz,2014-06-16,0
Sharyn.Howard@phonydomain.com,phonydomain.com,2014-05-03,0.000887
Sharyn.Hubbard@aol.ca,aol.ca,2014-02-18,0.000887
Sharyn.Kaufman@hotmail.eu,hotmail.eu,2014-05-06,0
Sharyn.Lara@comcast.biz,comcast.biz,2014-08-09,0.000444
Sharyn.Manning@bogusdomain.ca,bogusdomain.ca,2015-04-08,0.000444
Sharyn.Manning@yahoo.edu,yahoo.edu,2014-04-19,0
Sharyn.Mooney@gmail.co,gmail.co,2015-02-12,0.000887
Sharyn.Morrison@aol.net,aol.net,2014-04-23,0.001331
Sharyn.Myers@gmail.net,gmail.net,2014-10-26,0.001331
Sharyn.Odom@yahoo.com,yahoo.com,2015-03-26,0.001775
Sharyn.Olson@comcast.ca,comcast.ca,2014-03-05,0.000444
Sharyn.Olson@yahoo.biz,yahoo.biz,2014-09-16,0
Sharyn.Osborne@hotmail.gov,hotmail.gov,2014-06-12,0.000444
Sharyn.Osborne@yahoo.edu,yahoo.edu,2015-01-03,0
Sharyn.Pham@mockdomain.com,mockdomain.com,2014-12-21,0
Sharyn.Ramirez@aol.com,aol.com,2014-11-21,0.000444
Sharyn.Solis@fakecompany.net,fakecompany.net,2014-08-05,0
Sharyn.Stone@gmail.ca,gmail.ca,2015-03-12,0.001331
Sharyn.Stone@sympatico.ca,sympatico.ca,2014-02-17,0.000444
Sharyn.Tate@yahoo.int,yahoo.int,2014-04-02,0
Sharyn.Tucker@gmail.mobi,gmail.mobi,2014-04-03,0
Sharyn.Valentine@aol.eu,aol.eu,2014-10-10,0
Sharyn.Velez@gmail.net,gmail.net,2014-06-03,0.001331
Sharyn.Walsh@gmail.co,gmail.co,2014-02-18,0.000887
Sharyn.Walsh@yahoo.com,yahoo.com,2014-12-12,0.001775
Sharyn.Watkins@gmail.ca,gmail.ca,2014-10-25,0.001331
Sharyn.Watson@gmail.ca,gmail.ca,2015-05-27,0.001331
Shirlene.Bass@fakedomain.co,fakedomain.co,2015-03-08,0
Shirlene.Bass@mockdomain.ke,mockdomain.ke,2014-07-18,0
Shirlene.Briggs@liarbusiness.ca,liarbusiness.ca,2015-01-03,0.000444
Shirlene.Butler@pseudocompany.ca,pseudocompany.ca,2014-08-17,0.000444
Shirlene.Case@gmail.net,gmail.net,2015-03-12,0.001331
Shirlene.Cervantes@yahoo.ca,yahoo.ca,2015-01-11,0.003106
Shirlene.Cochran@hotmail.ke,hotmail.ke,2014-04-13,0.000444
Shirlene.Cochran@sympatico.biz,sympatico.biz,2015-07-14,0.000444
Shirlene.Davidson@fakedomain.ai,fakedomain.ai,2014-03-17,0
Shirlene.Davidson@pseudomail.ca,pseudomail.ca,2014-04-21,0
Shirlene.Dillon@yahoo.uk,yahoo.uk,2015-02-16,0
Shirlene.Flynn@sympatico.net,sympatico.net,2014-11-06,0.000887
Shirlene.Frederick@hotmail.com,hotmail.com,2014-07-29,0.000887
Shirlene.Frederick@phonydomain.com,phonydomain.com,2014-03-10,0.000887
Shirlene.French@hotmail.net,hotmail.net,2014-10-21,0.001775
Shirlene.Friedman@yahoo.ao,yahoo.ao,2015-02-14,0.000444
Shirlene.Gallegos@yahoo.com,yahoo.com,2014-11-17,0.001775
Shirlene.Gomez@fakemail.com,fakemail.com,2015-03-02,0
Shirlene.Goodman@aol.co,aol.co,2014-10-05,0.000444
Shirlene.Hebert@aol.com,aol.com,2015-07-24,0.000444
Shirlene.Houston@bogusdomain.ca,bogusdomain.ca,2015-07-20,0.000444
Shirlene.Houston@gmail.edu,gmail.edu,2015-05-02,0.001775
Shirlene.Houston@hotmail.ca,hotmail.ca,2015-06-19,0.00488
Shirlene.Kaufman@gmail.edu,gmail.edu,2015-03-08,0.001775
Shirlene.Kaufman@mockmail.co,mockmail.co,2014-10-06,0
Shirlene.Kaufman@yahoo.ca,yahoo.ca,2014-10-30,0.003106
Shirlene.Kirk@bogusbusiness.ca,bogusbusiness.ca,2015-06-05,0
Shirlene.Manning@hotmail.com,hotmail.com,2014-10-16,0.000887
Shirlene.Mata@yahoo.com,yahoo.com,2015-05-27,0.001775
Shirlene.Mercado@phonydomain.net,phonydomain.net,2015-01-21,0
Shirlene.Odom@hotmail.uk,hotmail.uk,2014-06-04,0.000444
Shirlene.Pugh@gmail.ca,gmail.ca,2015-01-18,0.001331
Shirlene.Riley@sympatico.com,sympatico.com,2015-04-14,0.000444
Shirlene.Rivera@comcast.com,comcast.com,2014-06-06,0.001331
Shirlene.Solis@yahoo.com,yahoo.com,2014-09-06,0.001775
Shirlene.Sosa@hotmail.uk,hotmail.uk,2015-06-06,0.000444
Shirlene.Stone@gmail.uk,gmail.uk,2014-10-11,0.000887
Shirlene.Trevino@gmail.ao,gmail.ao,2014-09-08,0
Shirlene.Valentine@yahoo.uk,yahoo.uk,2015-05-13,0
Shirlene.Valenzuela@yahoo.biz,yahoo.biz,2014-11-25,0
Shirlene.Walsh@hotmail.int,hotmail.int,2014-01-31,0
Shirlene.Walsh@sympatico.net,sympatico.net,2015-05-15,0.000887
Shirlene.Watkins@gmail.com,gmail.com,2014-06-19,0.004437
Shirlene.Watkins@gmail.uk,gmail.uk,2015-04-19,0.000887
Shirlene.Yu@yahoo.ca,yahoo.ca,2014-08-08,0.003106
Telma.Bass@yahoo.uk,yahoo.uk,2014-03-20,0
Telma.Butler@hotmail.ca,hotmail.ca,2015-07-23,0.00488
Telma.Butler@sympatico.com,sympatico.com,2015-06-14,0.000444
Telma.Cain@yahoo.gov,yahoo.gov,2015-04-29,0
Telma.Case@hotmail.co,hotmail.co,2014-08-08,0
Telma.Clarke@pseudocompany.biz,pseudocompany.biz,2015-01-30,0
Telma.Cochran@sympatico.ca,sympatico.ca,2015-06-02,0.000444
Telma.English@fakedomain.ca,fakedomain.ca,2014-03-08,0.000444
Telma.French@boguscompany.ca,boguscompany.ca,2015-06-24,0
Telma.Garrison@yahoo.uk,yahoo.uk,2015-05-27,0
Telma.Hebert@hotmail.com,hotmail.com,2014-11-02,0.000887
Telma.Hebert@pseudocompany.net,pseudocompany.net,2014-12-07,0
Telma.Hess@sympatico.net,sympatico.net,2014-09-28,0.000887
Telma.Howard@sympatico.ai,sympatico.ai,2015-05-10,0
Telma.Manning@yahoo.es,yahoo.es,2015-06-01,0.000444
Telma.Melendez@hotmail.co,hotmail.co,2015-05-21,0
Telma.Mooney@comcast.edu,comcast.edu,2015-01-08,0.000444
Telma.Odom@comcast.com,comcast.com,2014-10-03,0.001331
Telma.Pham@liarbusiness.ke,liarbusiness.ke,2015-02-02,0
Telma.Pierce@mockdomain.uk,mockdomain.uk,2015-03-29,0
Telma.Richmond@aol.net,aol.net,2014-03-28,0.001331
Telma.Richmond@gmail.net,gmail.net,2014-04-07,0.001331
Telma.Rivera@hotmail.com,hotmail.com,2015-04-06,0.000887
Telma.Rivera@yahoo.net,yahoo.net,2014-08-23,0.002218
Telma.Sharp@gmail.net,gmail.net,2014-10-24,0.001331
Telma.Shields@yahoo.com,yahoo.com,2015-04-22,0.001775
Telma.Short@hotmail.edu,hotmail.edu,2014-10-16,0.000887
Telma.Stone@gmail.uk,gmail.uk,2014-12-19,0.000887
Telma.Tate@bogusdomain.com,bogusdomain.com,2014-07-12,0
Telma.Valenzuela@aol.aero,aol.aero,2014-12-11,0
Telma.Walsh@bogusbusiness.net,bogusbusiness.net,2014-10-12,0
Telma.Watkins@comcast.ca,comcast.ca,2014-09-10,0.000444
Terresa.Acevedo@yahoo.uk,yahoo.uk,2014-08-26,0
Terresa.Arellano@gmail.net,gmail.net,2014-09-04,0.001331
Terresa.Becker@pseudomail.edu,pseudomail.edu,2014-05-04,0
Terresa.Cain@sympatico.ca,sympatico.ca,2014-12-11,0.000444
Terresa.Callahan@sympatico.net,sympatico.net,2014-06-25,0.000887
Terresa.Cantu@boguscompany.ca,boguscompany.ca,2015-04-03,0
Terresa.Cantu@bogusdomain.net,bogusdomain.net,2014-11-04,0
Terresa.Davidson@comcast.ca,comcast.ca,2014-07-19,0.000444
Terresa.Davidson@yahoo.edu,yahoo.edu,2015-04-10,0
Terresa.Davies@mockdomain.ca,mockdomain.ca,2014-09-07,0
Terresa.English@gmail.net,gmail.net,2015-03-18,0.001331
Terresa.Garrett@sympatico.co,sympatico.co,2015-07-09,0.000444
Terresa.Garrison@aol.com,aol.com,2014-07-08,0.000444
Terresa.Gates@aol.ca,aol.ca,2015-06-26,0.000887
Terresa.Gomez@yahoo.ca,yahoo.ca,2014-03-27,0.003106
Terresa.Haas@yahoo.net,yahoo.net,2015-05-09,0.002218
Terresa.Harris@sympatico.ca,sympatico.ca,2014-09-21,0.000444
Terresa.Hicks@mockcompany.ca,mockcompany.ca,2014-10-10,0
Terresa.Hicks@yahoo.net,yahoo.net,2014-04-08,0.002218
Terresa.Hodges@sympatico.net,sympatico.net,2014-12-11,0.000887
Terresa.Hunter@aol.ca,aol.ca,2014-10-03,0.000887
Terresa.Kirk@hotmail.net,hotmail.net,2014-06-22,0.001775
Terresa.Lara@gmail.ca,gmail.ca,2014-11-28,0.001331
Terresa.Macias@sympatico.com,sympatico.com,2014-12-08,0.000444
Terresa.Manning@comcast.net,comcast.net,2015-03-13,0.000444
Terresa.Manning@sympatico.ca,sympatico.ca,2015-06-19,0.000444
Terresa.Manning@yahoo.com,yahoo.com,2015-01-23,0.001775
Terresa.Manning@yahoo.uk,yahoo.uk,2015-03-22,0
Terresa.Mcdowell@phonymail.net,phonymail.net,2015-01-24,0
Terresa.Mercado@gmail.ca,gmail.ca,2014-09-23,0.001331
Terresa.Moon@comcast.ca,comcast.ca,2014-07-25,0.000444
Terresa.Morrison@sympatico.net,sympatico.net,2014-12-17,0.000887
Terresa.Odom@comcast.net,comcast.net,2014-05-03,0.000444
Terresa.Olson@aol.ca,aol.ca,2014-09-01,0.000887
Terresa.Olson@hotmail.com,hotmail.com,2015-06-25,0.000887
Terresa.Pierce@hotmail.net,hotmail.net,2015-07-17,0.001775
Terresa.Pierce@yahoo.co,yahoo.co,2014-05-02,0.000887
Terresa.Potter@gmail.uk,gmail.uk,2014-12-21,0.000887
Terresa.Ramirez@sympatico.net,sympatico.net,2014-02-23,0.000887
Terresa.Rivas@fakemail.ke,fakemail.ke,2014-03-12,0
Terresa.Rivas@gmail.gov,gmail.gov,2014-09-01,0
Terresa.Ryan@phonymail.net,phonymail.net,2014-07-02,0
Terresa.Sanchez@liardomain.ai,liardomain.ai,2014-12-15,0
Terresa.Silva@gmail.com,gmail.com,2015-07-07,0.004437
Terresa.Silva@yahoo.com,yahoo.com,2015-07-13,0.001775
Terresa.Sosa@aol.com,aol.com,2015-05-02,0.000444
Terresa.Stone@yahoo.edu,yahoo.edu,2015-06-25,0
Terresa.Taylor@hotmail.edu,hotmail.edu,2014-06-05,0.000887
Terresa.Tucker@comcast.com,comcast.com,2014-07-01,0.001331
Terresa.Yu@hushmail.co,hushmail.co,2015-04-17,0
Theo.Acevedo@hotmail.com,hotmail.com,2015-03-18,0.000887
Theo.Becker@gmail.com,gmail.com,2015-01-25,0.004437
Theo.Becker@sympatico.ca,sympatico.ca,2015-02-03,0.000444
Theo.Callahan@comcast.ao,comcast.ao,2014-09-01,0
Theo.Cantu@aol.com,aol.com,2014-06-29,0.000444
Theo.Davidson@gmail.edu,gmail.edu,2014-06-19,0.001775
Theo.Davies@fakecompany.com,fakecompany.com,2014-08-24,0
Theo.Dyer@hotmail.mil,hotmail.mil,2014-07-31,0
Theo.Frederick@hotmail.gov,hotmail.gov,2015-07-06,0.000444
Theo.Gomez@yahoo.co,yahoo.co,2014-12-06,0.000887
Theo.Goodman@mockdomain.mk,mockdomain.mk,2014-12-06,0
Theo.Harris@sympatico.co,sympatico.co,2014-09-22,0.000444
Theo.Hess@yahoo.biz,yahoo.biz,2014-08-01,0
Theo.Hicks@aol.net,aol.net,2014-09-09,0.001331
Theo.Hodges@phonycompany.ca,phonycompany.ca,2014-09-29,0.000887
Theo.Howard@hotmail.net,hotmail.net,2015-04-29,0.001775
Theo.Huber@liarmail.net,liarmail.net,2014-03-20,0
Theo.Huber@sympatico.edu,sympatico.edu,2014-02-05,0
Theo.Kirk@sympatico.edu,sympatico.edu,2015-05-01,0
Theo.Lara@hotmail.edu,hotmail.edu,2014-03-02,0.000887
Theo.Mata@hotmail.ca,hotmail.ca,2015-07-17,0.00488
Theo.Mercado@phonybusiness.biz,phonybusiness.biz,2014-08-27,0
Theo.Mercado@yahoo.ca,yahoo.ca,2014-04-23,0.003106
Theo.Moon@aol.com,aol.com,2014-09-24,0.000444
Theo.Myers@yahoo.com,yahoo.com,2014-07-25,0.001775
Theo.Owen@hotmail.net,hotmail.net,2014-05-15,0.001775
Theo.Pham@comcast.mk,comcast.mk,2014-06-27,0
Theo.Potter@bogusdomain.com,bogusdomain.com,2014-07-23,0
Theo.Ramirez@hotmail.mobi,hotmail.mobi,2014-11-27,0.000444
Theo.Sanchez@liarcompany.net,liarcompany.net,2014-02-18,0
Theo.Sharp@hotmail.net,hotmail.net,2014-10-07,0.001775
Theo.Short@gmail.com,gmail.com,2015-05-20,0.004437
Theo.Sosa@gmail.ca,gmail.ca,2015-07-13,0.001331
Theo.Taylor@hotmail.com,hotmail.com,2014-05-30,0.000887
Theo.Taylor@sympatico.com,sympatico.com,2015-05-22,0.000444
Theo.Trevino@hotmail.ca,hotmail.ca,2015-07-10,0.00488
Theo.Watson@gmail.co,gmail.co,2015-03-12,0.000887
Theo.Watson@gmail.com,gmail.com,2014-10-04,0.004437
Theo.Watson@gmail.net,gmail.net,2014-06-08,0.001331
Theo.Watson@msn.uk,msn.uk,2015-05-28,0
Theo.Yu@yahoo.uk,yahoo.uk,2014-05-08,0
Tiffani.Aguirre@pseudocompany.net,pseudocompany.net,2014-08-07,0
Tiffani.Arellano@hotmail.mil,hotmail.mil,2014-11-12,0
Tiffani.Barron@mockbusiness.co,mockbusiness.co,2015-07-03,0.000444
Tiffani.Bass@mockmail.net,mockmail.net,2015-01-03,0.000444
Tiffani.Bass@pseudomail.eu,pseudomail.eu,2015-05-18,0
Tiffani.Bass@yahoo.mobi,yahoo.mobi,2014-02-02,0.000444
Tiffani.Briggs@mockdomain.co,mockdomain.co,2015-03-20,0.000444
Tiffani.Butler@gmail.ca,gmail.ca,2014-06-07,0.001331
Tiffani.Callahan@yahoo.ca,yahoo.ca,2014-04-05,0.003106
Tiffani.Frederick@fakemail.eu,fakemail.eu,2015-02-13,0
Tiffani.Friedman@gmail.net,gmail.net,2014-08-25,0.001331
Tiffani.Garrett@sympatico.co,sympatico.co,2014-11-11,0.000444
Tiffani.Gates@boguscompany.in,boguscompany.in,2014-09-13,0
Tiffani.Goodman@fakemail.com,fakemail.com,2015-05-24,0
Tiffani.Goodman@phonydomain.co,phonydomain.co,2014-11-01,0
Tiffani.Gray@aol.net,aol.net,2015-06-03,0.001331
Tiffani.Gray@gmail.int,gmail.int,2015-03-23,0
Tiffani.Haas@yahoo.mk,yahoo.mk,2014-04-18,0.000444
Tiffani.Hebert@gmail.ca,gmail.ca,2015-04-08,0.001331
Tiffani.Hicks@hotmail.in,hotmail.in,2015-06-03,0
Tiffani.Hoover@yahoo.aero,yahoo.aero,2014-04-20,0
Tiffani.Howard@gmail.com,gmail.com,2015-07-23,0.004437
Tiffani.Hubbard@hotmail.ca,hotmail.ca,2014-04-07,0.00488
Tiffani.Huber@gmail.com,gmail.com,2014-11-29,0.004437
Tiffani.Kirk@aol.net,aol.net,2014-11-06,0.001331
Tiffani.Lara@gmail.ca,gmail.ca,2015-07-09,0.001331
Tiffani.Macias@yahoo.net,yahoo.net,2014-03-14,0.002218
Tiffani.Manning@yahoo.uk,yahoo.uk,2014-03-05,0
Tiffani.Murillo@sympatico.net,sympatico.net,2014-12-07,0.000887
Tiffani.Odom@yahoo.ca,yahoo.ca,2014-07-25,0.003106
Tiffani.Osborne@hotmail.net,hotmail.net,2015-03-12,0.001775
Tiffani.Pugh@gmail.ca,gmail.ca,2014-08-21,0.001331
Tiffani.Pugh@msn.net,msn.net,2014-11-12,0
Tiffani.Ramirez@gmail.com,gmail.com,2014-04-13,0.004437
Tiffani.Riley@mockbusiness.ca,mockbusiness.ca,2014-12-02,0
Tiffani.Roach@liarbusiness.uk,liarbusiness.uk,2015-07-12,0.000444
Tiffani.Sandoval@yahoo.com,yahoo.com,2014-09-21,0.001775
Tiffani.Shields@hotmail.com,hotmail.com,2014-05-07,0.000887
Tiffani.Shields@yahoo.ca,yahoo.ca,2014-08-26,0.003106
Tiffani.Short@bogusbusiness.ao,bogusbusiness.ao,2015-07-22,0.000444
Tiffani.Short@yahoo.ke,yahoo.ke,2014-12-17,0
Tiffani.Silva@aol.ao,aol.ao,2014-08-18,0
Tiffani.Silva@sympatico.ai,sympatico.ai,2015-01-31,0
Tiffani.Walsh@gmail.ca,gmail.ca,2014-04-28,0.001331
Tiffani.Watson@sympatico.uk,sympatico.uk,2015-01-28,0.000887
Tiffani.Yu@yahoo.edu,yahoo.edu,2014-03-15,0
Trent.Barron@gmail.uk,gmail.uk,2014-02-07,0.000887
